>HMT-748_16S000001 HMT-748 Campylobacter rectus
>HMT-209_16S004440 HMT-209 Acidovorax ebreus
>HMT-867_16S004441 HMT-867 Gardnerella leopoldii
>HMT-098_16S004442 HMT-098 Moraxella nonliquefaciens
>HMT-978_16S004443 HMT-978 Phocaeicola vulgatus
>HMT-867_16S004444 HMT-867 Gardnerella leopoldii
>HMT-978_16S004445 HMT-978 Phocaeicola vulgatus
>HMT-098_16S004446 HMT-098 Moraxella nonliquefaciens
>HMT-978_16S004447 HMT-978 Phocaeicola vulgatus
>HMT-681_16S004448 HMT-681 Rothia mucilaginosa
>HMT-846_16S004449 HMT-846 Gardnerella piotii
>HMT-978_16S004450 HMT-978 Phocaeicola vulgatus
>HMT-738_16S004451 HMT-738 Anaerococcus prevotii
>HMT-681_16S004452 HMT-681 Rothia mucilaginosa
>HMT-829_16S004453 HMT-829 Gardnerella vaginalis
>HMT-084_16S004454 HMT-084 Kocuria palustris
>HMT-846_16S004455 HMT-846 Gardnerella piotii
>HMT-978_16S004456 HMT-978 Phocaeicola vulgatus
>HMT-978_16S004457 HMT-978 Phocaeicola vulgatus
>HMT-074_16S004458 HMT-074 Streptococcus sp. HMT-074
>HMT-066_16S004459 HMT-066 Streptococcus sp. HMT-066
>HMT-098_16S004460 HMT-098 Moraxella nonliquefaciens
>HMT-977_16S004461 HMT-977 Phocaeicola plebeius
>HMT-833_16S004462 HMT-833 Moraxella catarrhalis
>HMT-972_16S004463 HMT-972 Bacteroides xylanisolvens
>HMT-978_16S004464 HMT-978 Phocaeicola vulgatus
>HMT-681_16S004465 HMT-681 Rothia mucilaginosa
>HMT-846_16S004466 HMT-846 Gardnerella piotii
>HMT-400_16S004467 HMT-400 Nanogingivalis sp. HMT-400
>HMT-587_16S004468 HMT-587 Rothia dentocariosa
>HMT-681_16S004469 HMT-681 Rothia mucilaginosa
>HMT-978_16S004470 HMT-978 Phocaeicola vulgatus
>HMT-066_16S004471 HMT-066 Streptococcus sp. HMT-066
>HMT-084_16S004472 HMT-084 Kocuria palustris
>HMT-978_16S004473 HMT-978 Phocaeicola vulgatus
>HMT-587_16S004474 HMT-587 Rothia dentocariosa
>HMT-787_16S004475 HMT-787 Bacteroides pyogenes
>HMT-352_16S004476 HMT-352 Nanosynbacter sp. HMT-352
>HMT-017_16S004477 HMT-017 Anaerococcus octavius
>HMT-968_16S004478 HMT-968 Bacteroides ovatus
>HMT-971_16S004479 HMT-971 Bacteroides uniformis
>HMT-352_16S004480 HMT-352 Nanosynbacter sp. HMT-352
>HMT-969_16S004481 HMT-969 Bacteroides stercoris
>HMT-738_16S004482 HMT-738 Anaerococcus prevotii
>HMT-530_16S004483 HMT-530 Cutibacterium acnes
>HMT-972_16S004484 HMT-972 Bacteroides xylanisolvens
>HMT-017_16S004485 HMT-017 Anaerococcus octavius
>HMT-969_16S004486 HMT-969 Bacteroides stercoris
>HMT-411_16S004487 HMT-411 Streptococcus parasanguinis
>HMT-971_16S004488 HMT-971 Bacteroides uniformis
>HMT-411_16S004489 HMT-411 Streptococcus parasanguinis
>HMT-188_16S004490 HMT-188 Rothia aeria
>HMT-969_16S004491 HMT-969 Bacteroides stercoris
>HMT-969_16S004492 HMT-969 Bacteroides stercoris
>HMT-862_16S004493 HMT-862 Bifidobacterium longum
>HMT-978_16S004494 HMT-978 Phocaeicola vulgatus
>HMT-974_16S004495 HMT-974 Parabacteroides merdae
>HMT-718_16S004496 HMT-718 Haemophilus parainfluenzae
>HMT-111_16S004497 HMT-111 Parvimonas micra
>HMT-017_16S004498 HMT-017 Anaerococcus octavius
>HMT-351_16S004499 HMT-351 Nanosyncoccus sp. HMT-351
>HMT-971_16S004500 HMT-971 Bacteroides uniformis
>HMT-969_16S004501 HMT-969 Bacteroides stercoris
>HMT-969_16S004502 HMT-969 Bacteroides stercoris
>HMT-110_16S004503 HMT-110 Parvimonas sp. HMT-110
>HMT-371_16S004504 HMT-371 Nanosyncoccus nanoralicus
>HMT-721_16S004505 HMT-721 
>HMT-110_16S004506 HMT-110 Parvimonas sp. HMT-110
>HMT-025_16S004507 HMT-025 Leptothrix sp. HMT-025
>HMT-024_16S004508 HMT-024 Schlegelella thermodepolymerans
>HMT-868_16S004509 HMT-868 Gardnerella swidsinskii
>HMT-188_16S004510 HMT-188 Rothia aeria
>HMT-978_16S004511 HMT-978 Phocaeicola vulgatus
>HMT-971_16S004512 HMT-971 Bacteroides uniformis
>HMT-681_16S004513 HMT-681 Rothia mucilaginosa
>HMT-352_16S004514 HMT-352 Nanosynbacter sp. HMT-352
>HMT-071_16S004515 HMT-071 Streptococcus oralis
>HMT-352_16S004516 HMT-352 Nanosynbacter sp. HMT-352
>HMT-969_16S004517 HMT-969 Bacteroides stercoris
>HMT-352_16S004518 HMT-352 Nanosynbacter sp. HMT-352
>HMT-934_16S004519 HMT-934 Oribacterium parvum
>HMT-969_16S004520 HMT-969 Bacteroides stercoris
>HMT-967_16S004521 HMT-967 Bacteroides caccae
>HMT-755_16S004522 HMT-755 Streptococcus salivarius
>HMT-110_16S004523 HMT-110 Parvimonas sp. HMT-110
>HMT-868_16S004524 HMT-868 Gardnerella swidsinskii
>HMT-738_16S004525 HMT-738 Anaerococcus prevotii
>HMT-738_16S004526 HMT-738 Anaerococcus prevotii
>HMT-352_16S004527 HMT-352 Nanosynbacter sp. HMT-352
>HMT-681_16S004528 HMT-681 Rothia mucilaginosa
>HMT-393_16S004529 HMT-393 Parvimonas sp. HMT-393
>HMT-969_16S004530 HMT-969 Bacteroides stercoris
>HMT-969_16S004531 HMT-969 Bacteroides stercoris
>HMT-351_16S004532 HMT-351 Nanosyncoccus sp. HMT-351
>HMT-969_16S004533 HMT-969 Bacteroides stercoris
>HMT-978_16S004534 HMT-978 Phocaeicola vulgatus
>HMT-971_16S004535 HMT-971 Bacteroides uniformis
>HMT-098_16S004536 HMT-098 Moraxella nonliquefaciens
>HMT-061_16S004537 HMT-061 Streptococcus infantis
>HMT-587_16S004538 HMT-587 Rothia dentocariosa
>HMT-739_16S004539 HMT-739 Arachnia propionica
>HMT-978_16S004540 HMT-978 Phocaeicola vulgatus
>HMT-127_16S004541 HMT-127 Staphylococcus hominis
>HMT-969_16S004542 HMT-969 Bacteroides stercoris
>HMT-978_16S004543 HMT-978 Phocaeicola vulgatus
>HMT-070_16S004544 HMT-070 Streptococcus sp. HMT-070
>HMT-978_16S004545 HMT-978 Phocaeicola vulgatus
>HMT-352_16S004546 HMT-352 Nanosynbacter sp. HMT-352
>HMT-154_16S004547 HMT-154 Moraxella lincolnii
>HMT-352_16S004548 HMT-352 Nanosynbacter sp. HMT-352
>HMT-969_16S004549 HMT-969 Bacteroides stercoris
>HMT-978_16S004550 HMT-978 Phocaeicola vulgatus
>HMT-969_16S004551 HMT-969 Bacteroides stercoris
>HMT-978_16S004552 HMT-978 Phocaeicola vulgatus
>HMT-294_16S004553 HMT-294 Anaerococcus vaginimassiliensis
>HMT-299_16S004554 HMT-299 Hoylesella nanceiensis
>HMT-291_16S004555 HMT-291 Prevotella denticola
>HMT-971_16S004556 HMT-971 Bacteroides uniformis
>HMT-971_16S004557 HMT-971 Bacteroides uniformis
>HMT-973_16S004558 HMT-973 Parabacteroides distasonis
>HMT-971_16S004559 HMT-971 Bacteroides uniformis
>HMT-862_16S004560 HMT-862 Bifidobacterium longum
>HMT-867_16S004561 HMT-867 Gardnerella leopoldii
>HMT-413_16S004562 HMT-413 Alloprevotella sp. HMT-413
>HMT-969_16S004563 HMT-969 Bacteroides stercoris
>HMT-973_16S004564 HMT-973 Parabacteroides distasonis
>HMT-969_16S004565 HMT-969 Bacteroides stercoris
>HMT-889_16S004567 HMT-889 Bifidobacterium breve
>HMT-973_16S004568 HMT-973 Parabacteroides distasonis
>HMT-328_16S004569 HMT-328 Corynebacterium mastitidis
>HMT-045_16S004570 HMT-045 Alkalihalobacillus clausii
>HMT-969_16S004571 HMT-969 Bacteroides stercoris
>HMT-413_16S004572 HMT-413 Alloprevotella sp. HMT-413
>HMT-098_16S004573 HMT-098 Moraxella nonliquefaciens
>HMT-846_16S004574 HMT-846 Gardnerella piotii
>HMT-971_16S004575 HMT-971 Bacteroides uniformis
>HMT-681_16S004576 HMT-681 Rothia mucilaginosa
>HMT-188_16S004577 HMT-188 Rothia aeria
>HMT-111_16S004578 HMT-111 Parvimonas micra
>HMT-638_16S004579 HMT-638 Streptococcus infantis
>HMT-193_16S004580 HMT-193 Cutibacterium modestum
>HMT-109_16S004581 HMT-109 Peptoniphilus harei
>HMT-969_16S004582 HMT-969 Bacteroides stercoris
>HMT-031_16S004583 HMT-031 Corynebacterium amycolatum
>HMT-603_16S004584 HMT-603 Bulleidia extructa
>HMT-678_16S004585 HMT-678 Solobacterium moorei
>HMT-613_16S004586 HMT-613 Tannerella forsythia
>HMT-784_16S004587 HMT-784 Peptoniphilus lacydonensis
>HMT-969_16S004588 HMT-969 Bacteroides stercoris
>HMT-109_16S004589 HMT-109 Peptoniphilus harei
>HMT-833_16S004590 HMT-833 Moraxella catarrhalis
>HMT-856_16S004591 HMT-856 Sanguibacter keddieii
>HMT-193_16S004592 HMT-193 Cutibacterium modestum
>HMT-048_16S004593 HMT-048 Paenibacillus typhae
>HMT-856_16S004594 HMT-856 Sanguibacter keddieii
>HMT-031_16S004595 HMT-031 Corynebacterium amycolatum
>HMT-530_16S004596 HMT-530 Cutibacterium acnes
>HMT-829_16S004597 HMT-829 Gardnerella vaginalis
>HMT-087_16S004598 HMT-087 Micrococcus luteus
>HMT-279_16S004599 HMT-279 Porphyromonas pasteri
>HMT-655_16S004600 HMT-655 Eubacterium limosum
>HMT-109_16S004601 HMT-109 Peptoniphilus harei
>HMT-420_16S004602 HMT-420 Fusobacterium animalis
>HMT-862_16S004603 HMT-862 Bifidobacterium longum
>HMT-978_16S004604 HMT-978 Phocaeicola vulgatus
>HMT-393_16S004605 HMT-393 Parvimonas sp. HMT-393
>HMT-784_16S004606 HMT-784 Peptoniphilus lacydonensis
>HMT-294_16S004607 HMT-294 Anaerococcus vaginimassiliensis
>HMT-971_16S004608 HMT-971 Bacteroides uniformis
>HMT-530_16S004609 HMT-530 Cutibacterium acnes
>HMT-270_16S004610 HMT-270 Treponema sp. HMT-270
>HMT-973_16S004611 HMT-973 Parabacteroides distasonis
>HMT-530_16S004612 HMT-530 Cutibacterium acnes
>HMT-530_16S004613 HMT-530 Cutibacterium acnes
>HMT-530_16S004614 HMT-530 Cutibacterium acnes
>HMT-109_16S004615 HMT-109 Peptoniphilus harei
>HMT-031_16S004616 HMT-031 Corynebacterium amycolatum
>HMT-891_16S004617 HMT-891 Bifidobacterium scardovii
>HMT-188_16S004618 HMT-188 Rothia aeria
>HMT-967_16S004619 HMT-967 Bacteroides caccae
>HMT-110_16S004620 HMT-110 Parvimonas sp. HMT-110
>HMT-279_16S004621 HMT-279 Porphyromonas pasteri
>HMT-655_16S004622 HMT-655 Eubacterium limosum
>HMT-613_16S004623 HMT-613 Tannerella forsythia
>HMT-738_16S004624 HMT-738 Anaerococcus prevotii
>HMT-978_16S004625 HMT-978 Phocaeicola vulgatus
>HMT-530_16S004626 HMT-530 Cutibacterium acnes
>HMT-111_16S004627 HMT-111 Parvimonas micra
>HMT-047_16S004628 HMT-047 Corynebacterium jeikeium
>HMT-431_16S004629 HMT-431 Streptococcus infantis
>HMT-978_16S004630 HMT-978 Phocaeicola vulgatus
>HMT-274_16S004631 HMT-274 Paludibacteraceae [G1] bacterium HMT-274
>HMT-578_16S004632 HMT-578 Streptococcus cristatus
>HMT-856_16S004633 HMT-856 Sanguibacter keddieii
>HMT-613_16S004634 HMT-613 Tannerella forsythia
>HMT-613_16S004635 HMT-613 Tannerella forsythia
>HMT-279_16S004636 HMT-279 Porphyromonas pasteri
>HMT-969_16S004637 HMT-969 Bacteroides stercoris
>HMT-111_16S004638 HMT-111 Parvimonas micra
>HMT-978_16S004639 HMT-978 Phocaeicola vulgatus
>HMT-423_16S004640 HMT-423 Streptococcus sp. HMT-423
>HMT-862_16S004641 HMT-862 Bifidobacterium longum
>HMT-530_16S004642 HMT-530 Cutibacterium acnes
>HMT-111_16S004643 HMT-111 Parvimonas micra
>HMT-109_16S004644 HMT-109 Peptoniphilus harei
>HMT-294_16S004645 HMT-294 Anaerococcus vaginimassiliensis
>HMT-279_16S004646 HMT-279 Porphyromonas pasteri
>HMT-934_16S004647 HMT-934 Oribacterium parvum
>HMT-829_16S004648 HMT-829 Gardnerella vaginalis
>HMT-294_16S004650 HMT-294 Anaerococcus vaginimassiliensis
>HMT-530_16S004651 HMT-530 Cutibacterium acnes
>HMT-891_16S004652 HMT-891 Bifidobacterium scardovii
>HMT-109_16S004653 HMT-109 Peptoniphilus harei
>HMT-655_16S004654 HMT-655 Eubacterium limosum
>HMT-111_16S004655 HMT-111 Parvimonas micra
>HMT-655_16S004656 HMT-655 Eubacterium limosum
>HMT-530_16S004657 HMT-530 Cutibacterium acnes
>HMT-655_16S004658 HMT-655 Eubacterium limosum
>HMT-058_16S004659 HMT-058 Streptococcus sp. HMT-058
>HMT-613_16S004660 HMT-613 Tannerella forsythia
>HMT-655_16S004661 HMT-655 Eubacterium limosum
>HMT-862_16S004662 HMT-862 Bifidobacterium longum
>HMT-530_16S004663 HMT-530 Cutibacterium acnes
>HMT-530_16S004664 HMT-530 Cutibacterium acnes
>HMT-530_16S004665 HMT-530 Cutibacterium acnes
>HMT-178_16S004666 HMT-178 Schaalia hongkongensis
>HMT-971_16S004667 HMT-971 Bacteroides uniformis
>HMT-530_16S004668 HMT-530 Cutibacterium acnes
>HMT-978_16S004669 HMT-978 Phocaeicola vulgatus
>HMT-530_16S004670 HMT-530 Cutibacterium acnes
>HMT-973_16S004671 HMT-973 Parabacteroides distasonis
>HMT-728_16S004672 HMT-728 Streptococcus peroris
>HMT-968_16S004673 HMT-968 Bacteroides ovatus
>HMT-855_16S004674 HMT-855 Kytococcus sedentarius
>HMT-973_16S004675 HMT-973 Parabacteroides distasonis
>HMT-862_16S004676 HMT-862 Bifidobacterium longum
>HMT-973_16S004677 HMT-973 Parabacteroides distasonis
>HMT-973_16S004678 HMT-973 Parabacteroides distasonis
>HMT-340_16S004679 HMT-340 Brevibacterium paucivorans
>HMT-966_16S004680 HMT-966 Alistipes shahii
>HMT-375_16S004681 HMT-375 Urinicoccus timonensis
>HMT-973_16S004682 HMT-973 Parabacteroides distasonis
>HMT-530_16S004683 HMT-530 Cutibacterium acnes
>HMT-188_16S004684 HMT-188 Rothia aeria
>HMT-087_16S004685 HMT-087 Micrococcus luteus
>HMT-972_16S004687 HMT-972 Bacteroides xylanisolvens
>HMT-057_16S004688 HMT-057 Streptococcus sp. HMT-057
>HMT-978_16S004689 HMT-978 Phocaeicola vulgatus
>HMT-973_16S004690 HMT-973 Parabacteroides distasonis
>HMT-966_16S004691 HMT-966 Alistipes shahii
>HMT-973_16S004692 HMT-973 Parabacteroides distasonis
>HMT-855_16S004693 HMT-855 Kytococcus sedentarius
>HMT-078_16S004694 HMT-078 Oribacterium sp. HMT-078
>HMT-966_16S004695 HMT-966 Alistipes shahii
>HMT-375_16S004696 HMT-375 Urinicoccus timonensis
>HMT-186_16S004698 HMT-186 Microbacterium sp. HMT-186
>HMT-964_16S004699 HMT-964 Alistipes onderdonkii
>HMT-972_16S004700 HMT-972 Bacteroides xylanisolvens
>HMT-973_16S004701 HMT-973 Parabacteroides distasonis
>HMT-194_16S004702 HMT-194 Arachnia rubra
>HMT-813_16S004703 HMT-813 Dolosigranulum pigrum
>HMT-973_16S004704 HMT-973 Parabacteroides distasonis
>HMT-047_16S004705 HMT-047 Corynebacterium jeikeium
>HMT-375_16S004706 HMT-375 Urinicoccus timonensis
>HMT-968_16S004707 HMT-968 Bacteroides ovatus
>HMT-087_16S004708 HMT-087 Micrococcus luteus
>HMT-739_16S004709 HMT-739 Arachnia propionica
>HMT-194_16S004710 HMT-194 Arachnia rubra
>HMT-970_16S004711 HMT-970 Bacteroides thetaiotaomicron
>HMT-973_16S004712 HMT-973 Parabacteroides distasonis
>HMT-114_16S004713 HMT-114 Cutibacterium granulosum
>HMT-655_16S004714 HMT-655 Eubacterium limosum
>HMT-078_16S004715 HMT-078 Oribacterium sp. HMT-078
>HMT-655_16S004716 HMT-655 Eubacterium limosum
>HMT-966_16S004717 HMT-966 Alistipes shahii
>HMT-102_16S004718 HMT-102 Oribacterium sp. HMT-102
>HMT-973_16S004720 HMT-973 Parabacteroides distasonis
>HMT-973_16S004721 HMT-973 Parabacteroides distasonis
>HMT-973_16S004722 HMT-973 Parabacteroides distasonis
>HMT-788_16S004723 HMT-788 Anaerococcus tetradius
>HMT-375_16S004724 HMT-375 Urinicoccus timonensis
>HMT-973_16S004725 HMT-973 Parabacteroides distasonis
>HMT-973_16S004726 HMT-973 Parabacteroides distasonis
>HMT-357_16S004727 HMT-357 Pyramidobacter piscolens
>HMT-102_16S004728 HMT-102 Oribacterium sp. HMT-102
>HMT-047_16S004729 HMT-047 Corynebacterium jeikeium
>HMT-655_16S004730 HMT-655 Eubacterium limosum
>HMT-655_16S004731 HMT-655 Eubacterium limosum
>HMT-530_16S004732 HMT-530 Cutibacterium acnes
>HMT-058_16S004733 HMT-058 Streptococcus sp. HMT-058
>HMT-681_16S004734 HMT-681 Rothia mucilaginosa
>HMT-973_16S004735 HMT-973 Parabacteroides distasonis
>HMT-967_16S004736 HMT-967 Bacteroides caccae
>HMT-655_16S004737 HMT-655 Eubacterium limosum
>HMT-090_16S004738 HMT-090 Butyrivibrio sp. HMT-090
>HMT-964_16S004739 HMT-964 Alistipes onderdonkii
>HMT-966_16S004740 HMT-966 Alistipes shahii
>HMT-973_16S004741 HMT-973 Parabacteroides distasonis
>HMT-966_16S004742 HMT-966 Alistipes shahii
>HMT-114_16S004743 HMT-114 Cutibacterium granulosum
>HMT-211_16S004744 HMT-211 Paenacidovorax caeni
>HMT-973_16S004745 HMT-973 Parabacteroides distasonis
>HMT-855_16S004746 HMT-855 Kytococcus sedentarius
>HMT-398_16S004747 HMT-398 Streptococcus oralis
>HMT-655_16S004748 HMT-655 Eubacterium limosum
>HMT-080_16S004749 HMT-080 Butyrivibrio sp. HMT-080
>HMT-216_16S004750 HMT-216 Acidovorax temperans
>HMT-973_16S004751 HMT-973 Parabacteroides distasonis
>HMT-186_16S004752 HMT-186 Microbacterium sp. HMT-186
>HMT-964_16S004753 HMT-964 Alistipes onderdonkii
>HMT-031_16S004754 HMT-031 Corynebacterium amycolatum
>HMT-973_16S004755 HMT-973 Parabacteroides distasonis
>HMT-973_16S004756 HMT-973 Parabacteroides distasonis
>HMT-655_16S004757 HMT-655 Eubacterium limosum
>HMT-788_16S004758 HMT-788 Anaerococcus tetradius
>HMT-934_16S004759 HMT-934 Oribacterium parvum
>HMT-973_16S004760 HMT-973 Parabacteroides distasonis
>HMT-102_16S004761 HMT-102 Oribacterium sp. HMT-102
>HMT-973_16S004762 HMT-973 Parabacteroides distasonis
>HMT-973_16S004763 HMT-973 Parabacteroides distasonis
>HMT-973_16S004764 HMT-973 Parabacteroides distasonis
>HMT-973_16S004765 HMT-973 Parabacteroides distasonis
>HMT-339_16S004766 HMT-339 Janibacter indicus
>HMT-552_16S004767 HMT-552 Cutibacterium avidum
>HMT-339_16S004768 HMT-339 Janibacter indicus
>HMT-374_16S004769 HMT-374 Cellulosimicrobium funkei
>HMT-339_16S004770 HMT-339 Janibacter indicus
>HMT-833_16S004771 HMT-833 Moraxella catarrhalis
>HMT-530_16S004772 HMT-530 Cutibacterium acnes
>HMT-374_16S004773 HMT-374 Cellulosimicrobium funkei
>HMT-098_16S004774 HMT-098 Moraxella nonliquefaciens
>HMT-154_16S004775 HMT-154 Moraxella lincolnii
>HMT-173_16S004776 HMT-173 Lawsonella clevelandensis
>HMT-327_16S004777 HMT-327 Neisseriaceae [G1] bacterium HMT-327
>HMT-374_16S004778 HMT-374 Cellulosimicrobium funkei
>HMT-973_16S004779 HMT-973 Parabacteroides distasonis
>HMT-966_16S004780 HMT-966 Alistipes shahii
>HMT-031_16S004781 HMT-031 Corynebacterium amycolatum
>HMT-108_16S004782 HMT-108 Oribacterium asaccharolyticum
>HMT-552_16S004783 HMT-552 Cutibacterium avidum
>HMT-126_16S004784 HMT-126 Selenomonas sp. HMT-126
>HMT-934_16S004785 HMT-934 Oribacterium parvum
>HMT-890_16S004786 HMT-890 Bifidobacterium subtile
>HMT-049_16S004787 HMT-049 Corynebacterium kroppenstedtii
>HMT-374_16S004788 HMT-374 Cellulosimicrobium funkei
>HMT-530_16S004789 HMT-530 Cutibacterium acnes
>HMT-031_16S004790 HMT-031 Corynebacterium amycolatum
>HMT-031_16S004791 HMT-031 Corynebacterium amycolatum
>HMT-552_16S004792 HMT-552 Cutibacterium avidum
>HMT-179_16S004793 HMT-179 Actinomyces timonensis
>HMT-049_16S004794 HMT-049 Corynebacterium kroppenstedtii
>HMT-175_16S004795 HMT-175 
>HMT-970_16S004796 HMT-970 Bacteroides thetaiotaomicron
>HMT-146_16S004797 HMT-146 Selenomonas sp. HMT-146
>HMT-108_16S004798 HMT-108 Oribacterium asaccharolyticum
>HMT-037_16S004799 HMT-037 Stenotrophomonas nitritireducens
>HMT-530_16S004800 HMT-530 Cutibacterium acnes
>HMT-971_16S004801 HMT-971 Bacteroides uniformis
>HMT-853_16S004802 HMT-853 Corynebacterium urealyticum
>HMT-481_16S004803 HMT-481 Selenomonas sp. HMT-481
>HMT-791_16S004804 HMT-791 Cutibacterium namnetense
>HMT-934_16S004805 HMT-934 Oribacterium parvum
>HMT-339_16S004806 HMT-339 Janibacter indicus
>HMT-552_16S004807 HMT-552 Cutibacterium avidum
>HMT-374_16S004808 HMT-374 Cellulosimicrobium funkei
>HMT-374_16S004809 HMT-374 Cellulosimicrobium funkei
>HMT-833_16S004810 HMT-833 Moraxella catarrhalis
>HMT-108_16S004811 HMT-108 Oribacterium asaccharolyticum
>HMT-108_16S004812 HMT-108 Oribacterium asaccharolyticum
>HMT-569_16S004813 HMT-569 Eggerthia catenaformis
>HMT-934_16S004814 HMT-934 Oribacterium parvum
>HMT-139_16S004815 HMT-139 Selenomonas dianae
>HMT-374_16S004816 HMT-374 Cellulosimicrobium funkei
>HMT-934_16S004817 HMT-934 Oribacterium parvum
>HMT-662_16S004818 HMT-662 Finegoldia magna
>HMT-853_16S004819 HMT-853 Corynebacterium urealyticum
>HMT-454_16S004820 HMT-454 Corynebacterium macclintockiae
>HMT-662_16S004821 HMT-662 Finegoldia magna
>HMT-185_16S004822 HMT-185 Microbacterium ginsengisoli
>HMT-662_16S004823 HMT-662 Finegoldia magna
>HMT-374_16S004824 HMT-374 Cellulosimicrobium funkei
>HMT-662_16S004825 HMT-662 Finegoldia magna
>HMT-920_16S004826 HMT-920 Selenomonas sp. HMT-920
>HMT-339_16S004827 HMT-339 Janibacter indicus
>HMT-662_16S004828 HMT-662 Finegoldia magna
>HMT-853_16S004829 HMT-853 Corynebacterium urealyticum
>HMT-454_16S004830 HMT-454 Corynebacterium macclintockiae
>HMT-662_16S004831 HMT-662 Finegoldia magna
>HMT-490_16S004832 HMT-490 Treponema sp. HMT-490
>HMT-617_16S004833 HMT-617 Schaalia georgiae
>HMT-662_16S004834 HMT-662 Finegoldia magna
>HMT-031_16S004835 HMT-031 Corynebacterium amycolatum
>HMT-853_16S004836 HMT-853 Corynebacterium urealyticum
>HMT-662_16S004837 HMT-662 Finegoldia magna
>HMT-340_16S004838 HMT-340 Brevibacterium paucivorans
>HMT-108_16S004839 HMT-108 Oribacterium asaccharolyticum
>HMT-662_16S004840 HMT-662 Finegoldia magna
>HMT-662_16S004841 HMT-662 Finegoldia magna
>HMT-552_16S004842 HMT-552 Cutibacterium avidum
>HMT-973_16S004843 HMT-973 Parabacteroides distasonis
>HMT-853_16S004844 HMT-853 Corynebacterium urealyticum
>HMT-028_16S004845 HMT-028 Oryzomicrobium terrae
>HMT-662_16S004846 HMT-662 Finegoldia magna
>HMT-662_16S004847 HMT-662 Finegoldia magna
>HMT-552_16S004848 HMT-552 Cutibacterium avidum
>HMT-552_16S004849 HMT-552 Cutibacterium avidum
>HMT-662_16S004850 HMT-662 Finegoldia magna
>HMT-662_16S004851 HMT-662 Finegoldia magna
>HMT-340_16S004852 HMT-340 Brevibacterium paucivorans
>HMT-454_16S004853 HMT-454 Corynebacterium macclintockiae
>HMT-853_16S004854 HMT-853 Corynebacterium urealyticum
>HMT-970_16S004855 HMT-970 Bacteroides thetaiotaomicron
>HMT-662_16S004856 HMT-662 Finegoldia magna
>HMT-552_16S004857 HMT-552 Cutibacterium avidum
>HMT-662_16S004858 HMT-662 Finegoldia magna
>HMT-662_16S004859 HMT-662 Finegoldia magna
>HMT-853_16S004860 HMT-853 Corynebacterium urealyticum
>HMT-853_16S004861 HMT-853 Corynebacterium urealyticum
>HMT-264_16S004862 HMT-264 Treponema sp. HMT-264
>HMT-754_16S004863 HMT-754 Metamycoplasma salivarium
>HMT-726_16S004864 HMT-726 Centipeda periodontii
>HMT-862_16S004865 HMT-862 Bifidobacterium longum
>HMT-368_16S004866 HMT-368 Dietzia cinnamea
>HMT-368_16S004867 HMT-368 Dietzia cinnamea
>HMT-130_16S004868 HMT-130 Selenomonas noxia
>HMT-133_16S004869 HMT-133 Selenomonas sp. HMT-133
>HMT-185_16S004870 HMT-185 Microbacterium ginsengisoli
>HMT-087_16S004871 HMT-087 Micrococcus luteus
>HMT-754_16S004872 HMT-754 Metamycoplasma salivarium
>HMT-455_16S004873 HMT-455 Butyrivibrio sp. HMT-455
>HMT-368_16S004874 HMT-368 Dietzia cinnamea
>HMT-591_16S004875 HMT-591 Corynebacterium diphtheriae
>HMT-180_16S004876 HMT-180 Schaalia sp. HMT-180
>HMT-191_16S004877 HMT-191 Propionibacterium acidifaciens
>HMT-454_16S004878 HMT-454 Corynebacterium macclintockiae
>HMT-172_16S004879 HMT-172 Schaalia sp. HMT-172
>HMT-031_16S004880 HMT-031 Corynebacterium amycolatum
>HMT-124_16S004881 HMT-124 Selenomonas artemidis
>HMT-934_16S004882 HMT-934 Oribacterium parvum
>HMT-174_16S004883 HMT-174 Neisseriaceae [G1] bacterium HMT-174
>HMT-919_16S004884 HMT-919 Selenomonas sp. HMT-919
>HMT-530_16S004885 HMT-530 Cutibacterium acnes
>HMT-124_16S004886 HMT-124 Selenomonas artemidis
>HMT-754_16S004887 HMT-754 Metamycoplasma salivarium
>HMT-827_16S004888 HMT-827 Yersinia pestis
